"495","5193009","qii","weiciyuan","2688"
"496","2108481","spring-projects","spring-security-oauth","2686"
"497","31441862","facebook","shimmer-android","2685"
"498","4403738","openaphid","android-flip","2684"
"499","5639802","SimonVT","android-menudrawer","2684"
"500","8918733","code-troopers","android-betterpickers","2681"
"501","38835213","firebase","FirebaseUI-Android","2671"
"502","15187698","SpecialCyCi","AndroidResideMenu","2667"
"503","3161748","mrniko","netty-socketio","2653"
"504","5925560","JesusFreke","smali","2641"
"505","7952078","jfeinstein10","JazzyViewPager","2639"
"506","84934979","Meituan-Dianping","Robust","2635"
"507","656893","cyrilmottier","GreenDroid","2634"
"508","46642874","afollestad","material-camera","2630"
"509","6905493","journeyapps","zxing-android-embedded","2629"
"510","82968973","willowtreeapps","spruce-android","2627"
"511","61786082","Bilibili","MagicaSakura","2624"
"512","12796207","square","flow","2623"
"513","23502577","pushtorefresh","storio","2621"
"514","12731904","cjlin1","libsvm","2612"
"515","2624521","gephi","gephi","2611"
"516","95208623","lihengming","spring-boot-api-project-seed","2607"
"517","46648544","shekhargulati","99-problems","2600"
"518","85673","yui","yuicompressor","2593"
"519","32432671","facebook","network-connection-class","2592"
"520","1287669","json-path","JsonPath","2580"
"521","27852036","Malinskiy","SuperRecyclerView","2579"
"522","11646268","edmodo","cropper","2579"
"523","34039690","apache","groovy","2577"
"524","41667394","kevin-wayne","algs4","2577"
"525","1222504","SonarSource","sonarqube","2572"
"526","87536046","janishar","mit-deep-learning-book-pdf","2568"
"527","26018955","zzz40500","GsonFormat","2568"
"528","10013861","beworker","pinned-section-listview","2564"
"529","79966463","rubensousa","PreviewSeekBar","2562"
"530","44723874","jiangqqlmj","FastDev4Android","2557"
"531","37468321","Yalantis","GuillotineMenu-Android","2556"
"532","3786237","hazelcast","hazelcast","2550"
"533","34964793","davideas","FlexibleAdapter","2550"
"534","1234896","johannilsson","android-pulltorefresh","2546"
"535","2622727","kevinsawicki","http-request","2544"
"536","25739424","bingoogolapple","BGABanner-Android","2535"
"537","2197202","chennaione","sugar","2517"
"538","927454","rabbitmq","rabbitmq-tutorials","2513"
"539","38846351","danylovolokh","VideoPlayerManager","2505"
"540","10444562","JohnPersano","SuperToasts","2504"
"541","38061986","donglua","PhotoPicker","2497"
"542","30108534","saulmm","Material-Movies","2492"
"543","15680192","JakeWharton","scalpel","2488"
"544","60377070","vespa-engine","vespa","2481"
"545","5550567","owncloud","android","2473"
"546","74927215","Tencent","MSEC","2471"
"547","10697613","Teevity","ice","2470"
"548","36746710","LyndonChin","MasteringAndroidDataBinding","2456"
"549","10113030","googlemaps","android-maps-utils","2452"
"550","46154735","requery","requery","2451"
"551","13421516","Comcast","FreeFlow","2450"
"552","33344739","worker8","TourGuide","2449"
"553","42115933","jfoenixadmin","JFoenix","2443"
"554","19421170","mihaip","dex-method-counts","2443"
"555","574877","aws","aws-sdk-java","2436"
"556","16378879","vavr-io","vavr","2435"
"557","105440603","iammert","ScalingLayout","2433"
"558","9316799","path","android-priority-jobqueue","2430"
"559","5722043","oblac","jodd","2429"
"560","3354338","Todd-Davies","ProgressWheel","2423"
"561","82570541","florent37","ExpectAnim","2423"
"562","4134560","jfinal","jfinal","2422"
"563","12544093","hmkcode","Android","2417"
"564","21690229","balysv","material-menu","2412"
"565","79700448","Bilibili","boxing","2406"
"566","7396792","yusugomori","DeepLearning","2398"
"567","3148979","spring-projects","spring-security","2383"
"568","61471841","binIoter","GuideView","2381"
"569","4533231","jprante","elasticsearch-jdbc","2379"
"570","40798524","saulmm","CoordinatorBehaviorExample","2378"
"571","64736951","yipianfengye","android-adDialog","2378"
"572","49820627","react-native-community","react-native-svg","2376"
"573","416272","RobotiumTech","robotium","2375"
"574","119939427","alibaba","jarslink","2370"
"575","49219232","HoraApps","LeafPic","2367"
"576","14514251","bitcoinj","bitcoinj","2365"
"577","18993814","bytedeco","javacv","2363"
"578","58351876","north2016","T-MVP","2360"
"579","53020467","Nightonke","WoWoViewPager","2358"
"580","56851083","sfsheng0322","StickyHeaderListView","2356"
"581","18992193","bytedeco","javacpp","2354"
"582","43896763","hongyangAndroid","Highlight","2351"
"583","17286587","reactive-streams","reactive-streams-jvm","2347"
"584","1625986","jOOQ","jOOQ","2344"
"585","21506502","Ereza","CustomActivityOnCrash","2344"
"586","29536194","geftimov","android-pathview","2334"
"587","81276168","qstumn","BadgeView","2331"
"588","55743562","mzule","ActivityRouter","2326"
